url,needs_note,ground_truth_note,tweet_text,tags
https://x.com/i/status/2044717276780179820,yes,"The photo on the left was Port Tewfik memorial, build to honor the lives of Indian soldiers who died in the Palestine campaign in WWI. It was destroyed by Israel in 1967. https://www.cwgc.org/visit-us/find-cemeteries-memorials/cemetery-details/143800/heliopolis-port-tewfik-memorial/","I want my tax dollars to be used for things like this, instead of for brown immigrants. https://t.co/FTLGdgbLyI",helpful_competing
https://x.com/i/status/1820974864251134373,yes,"This is misleading by ommission. British intervention in Lagos was due to the slave trade, in which the OP's ancestors had been deeply involved. Presenting the cession only as unprovoked British aggression hides that background and distorts the history.     https://www.jstor.org/stable/2120001?utm","My great, great maternal grandfather was the Oba (king) of Lagos in 1861 and was forced -under threat of military bombardment - aka to avoid a massacre of the people - to cede Lagos over to the British.

Lest we forget. https://t.co/CNMYgvIneH",helpful_competing
https://x.com/i/status/2044447834158538827,yes,"This incident occurred on June 21, 2025, in Praia Grande, Santa Catarina, Brazil—nearly a year before this post—not a recent &quot;BREAKING&quot; event.    https://en.wikipedia.org/wiki/2025_Santa_Catarina_hot_air_balloon_crash  https://www.bbc.com/news/articles/c17w04wxwpxo  https://apnews.com/article/brazil-balloon-fall-49c10b909e0f430a22913f7dd13e2c23","BREAKING🚨: Hot air balloon carrying 21 people catches fire and crashes in southern Brazil, killing at least 8 😱 https://t.co/4oRuUqy2li",helpful_competing
https://x.com/i/status/2044171261824078040,yes,"The article says that a porn site got 62m monthly visits, not that it has 62m users. The article did not provide an estimate of active users, but the number is certainly much lower. For reference, the ratio of monthly visits to active users is ~5:1 for Pornhub.  https://edition.cnn.com/interactive/2026/03/world/expose-rape-assault-online-vis-intl/index.html  https://www.demandsage.com/website-traffic-statistics/  https://www.statista.com/statistics/1201889/most-visited-websites-worldwide-unique-visits/?srsltid=AfmBOorW5cY--FfvlSsPyQU3vIvMJRZnRZKHDDrovbdAHZn3tn6KdVsg","CNN just announced the existence of a global “rape academy” where 62 million men are enrolled and are taking lessons on how to drug and rape women. 
I’m so fucking done.",helpful_competing
https://x.com/i/status/2051371003196875189,yes,"The video is from an Iranian strike causing a fire at Dubai's Fairmont The Palm hotel on Feb. 28, 2026, not a new hit on downtown Dubai on May 4. There was minor damage from debris in Dubai on May 4, but this footage is unrelated.    https://www.bbc.com/news/articles/c204px4zddro  https://www.nytimes.com/2026/03/01/world/middleeast/iran-attacks-dubai-persian-gulf-countries-retaliation.html  https://en.wikipedia.org/wiki/2026_Iranian_strikes_on_the_United_Arab_Emirates","🚨 Iran has hit downtown Dubai !

Trump hasn’t responded. 

He’s TERRIFIED! https://t.co/x618UQC8dT",helpful_competing
https://x.com/i/status/2057536960139247965,no,"The US military has killed ~194 people in strikes on boats since September 2025 (~9 months, not 5), in both the Caribbean and eastern Pacific. The US has not provided evidence victims were drug traffickers; some identified victims were fishermen with no known criminal ties. https://en.wikipedia.org/wiki/United_States_strikes_on_alleged_drug_traffickers_during_Operation_Southern_Spear https://www.theguardian.com/us-news/2026/may/15/us-military-airstrikes-caribbean-pacific-victim-identities",The USA has murdered about 200 Caribbean fisherman for no reason in the past 5 months https://t.co/QhvdTrdhlv,unhelpful_no_alt
https://x.com/i/status/2057628888272925085,no,"The dark area on Vice Admiral Harward's neck is consistent with standard broadcast TV lighting. A fill light aimed upward at his face creates a shadow cast upward from his shirt collar — a common studio artifact, not a mask. https://www.newsx.com/world/robert-harward-viral-mask-claims-emerge-after-retired-vice-admiral-fox-news-appearance-223436/","Hey @grok 

Can you explain this? https://t.co/lEqPc9lYYY",unhelpful_no_alt
https://x.com/i/status/2057261795601977520,no,"Thomas Massie did not lose his 2024 primary. Official election results from the Kentucky Secretary of State show Massie won the Republican primary for the 4th District on May 21, 2024, receiving 75.9% of the vote. He remains the incumbent U.S. Representative. https://ballotpedia.org/Thomas_Massie https://massie.house.gov/","Thomas Massie lost his primary race in Kentucky by ten points, and instead of exiting with dignity, he decided to sink into the gutter.

You don't get to blame an entire foreign country just because the voters in Kentucky were completely done with your garbage decisions in https://t.co/OdMQBDrj0Z",unhelpful_no_alt
https://x.com/i/status/2057255120056815961,no,"The autonomous vehicle shown in this video is operated by Moove, not Waymo. A reporter from 11Alive who was present at the scene confirmed the car belongs to Moove, which is a separate company testing self-driving technology in the area. https://x.com/swcopenhaver/status/1790432354784964993",The moment a Waymo drove full speed into flood waters. @11Alive https://t.co/4Q1SdWiIU7,unhelpful_no_alt
https://x.com/i/status/2056771194041356436,no,"The UK Government has stated that HS2 will not be extended north of the West Midlands. In the video provided, the Transport Secretary confirms this policy, noting that a separate study will instead look at future rail links between Birmingham and Manchester. https://www.gov.uk/government/speeches/delivering-northern-powerhouse-rail","Scottish taxpayers are paying for #HS2 but no one in this Labour Government is clear about whether this white and rather expensive elephant will ever make it across the border! It's the same old story for Scotland, Westminster just expects us to pay up without any benefit @theSNP https://t.co/pUotCfCIcV",unhelpful_no_alt
